Wavelength nm,AB,Wavelength nm,EM
223.8,0,223.8,0
223.9,0,223.9,0
224,0,224,0
224.1,0,224.1,0
224.2,0,224.2,0
224.3,0,224.3,0
224.4,0,224.4,0
224.5,0,224.5,0
224.6,0,224.6,0
224.7,0,224.7,0
224.8,0,224.8,0
224.9,0,224.9,0
225,0,225,0
225.1,0,225.1,0
225.2,0,225.2,0
225.3,0,225.3,0
225.4,0,225.4,0
225.5,0,225.5,0
225.6,0,225.6,0
225.7,0,225.7,0
225.8,0,225.8,0
225.9,0,225.9,0
226,0,226,0
226.1,0,226.1,0
226.2,0,226.2,0
226.3,0,226.3,0
226.4,0,226.4,0
226.5,0,226.5,0
226.6,0,226.6,0
226.7,0,226.7,0
226.8,0,226.8,0
226.9,0,226.9,0
227,0,227,0
227.1,0,227.1,0
227.2,0,227.2,0
227.3,0,227.3,0
227.4,0,227.4,0
227.5,0,227.5,0
227.6,0,227.6,0
227.7,0,227.7,0
227.8,0,227.8,0
227.9,0,227.9,0
228,0,228,0
228.1,0,228.1,0
228.2,0,228.2,0
228.3,0,228.3,0
228.4,0,228.4,0
228.5,0,228.5,0
228.6,0,228.6,0
228.7,0,228.7,0
228.8,0,228.8,0
228.9,0,228.9,0
229,0,229,0
229.1,0,229.1,0
229.2,0,229.2,0
229.3,0,229.3,0
229.4,0,229.4,0
229.5,0,229.5,0
229.6,0,229.6,0
229.7,0,229.7,0
229.8,0,229.8,0
229.9,0,229.9,0
230,0,230,0
230.1,0,230.1,0
230.2,0,230.2,0
230.3,0,230.3,0
230.4,0,230.4,0
230.5,0,230.5,0
230.6,0,230.6,0
230.7,0,230.7,0
230.8,0,230.8,0
230.9,0,230.9,0
231,0,231,0
231.1,0,231.1,0
231.2,0,231.2,0
231.3,0,231.3,0
231.4,0,231.4,0
231.5,0,231.5,0
231.6,0,231.6,0
231.7,0,231.7,0
231.8,0,231.8,0
231.9,0,231.9,0
232,0,232,0
232.1,0,232.1,0
232.2,0,232.2,0
232.3,0,232.3,0
232.4,0,232.4,0
232.5,0,232.5,0
232.6,0,232.6,0
232.7,0,232.7,0
232.8,0,232.8,0
232.9,0,232.9,0
233,0,233,0
233.1,0,233.1,0
233.2,0,233.2,0
233.3,0,233.3,0
233.4,0,233.4,0
233.5,0,233.5,0
233.6,0,233.6,0
233.7,0,233.7,0
233.8,0,233.8,0
233.9,0,233.9,0
234,0,234,0
234.1,0,234.1,0
234.2,0,234.2,0
234.3,0,234.3,0
234.4,0,234.4,0
234.5,0,234.5,0
234.6,0,234.6,0
234.7,0,234.7,0
234.8,0,234.8,0
234.9,0,234.9,0
235,0,235,0
235.1,0,235.1,0
235.2,0,235.2,0
235.3,0,235.3,0
235.4,0,235.4,0
235.5,0,235.5,0
235.6,0,235.6,0
235.7,0,235.7,0
235.8,0,235.8,0
235.9,0,235.9,0
236,0,236,0
236.1,0,236.1,0
236.2,0,236.2,0
236.3,0,236.3,0
236.4,0,236.4,0
236.5,0,236.5,0
236.6,0,236.6,0
236.7,0,236.7,0
236.8,0,236.8,0
236.9,0,236.9,0
237,0,237,0
237.1,0,237.1,0
237.2,0,237.2,0
237.3,0,237.3,0
237.4,0,237.4,0
237.5,0,237.5,0
237.6,0,237.6,0
237.7,0,237.7,0
237.8,0,237.8,0
237.9,0,237.9,0
238,0,238,0
238.1,0,238.1,0
238.2,0,238.2,0
238.3,0,238.3,0
238.4,0,238.4,0
238.5,0,238.5,0
238.6,0,238.6,0
238.7,0,238.7,0
238.8,0,238.8,0
238.9,0,238.9,0
239,0,239,0
239.1,0,239.1,0
239.2,0,239.2,0
239.3,0,239.3,0
239.4,0,239.4,0
239.5,0,239.5,0
239.6,0,239.6,0
239.7,0,239.7,0
239.8,0,239.8,0
239.9,0,239.9,0
240,0,240,0
240.1,0,240.1,0
240.2,0,240.2,0
240.3,0,240.3,0
240.4,0,240.4,0
240.5,0,240.5,0
240.6,0,240.6,0
240.7,0,240.7,0
240.8,0,240.8,0
240.9,0,240.9,0
241,0,241,0
241.1,0,241.1,0
241.2,0,241.2,0
241.3,0,241.3,0
241.4,0,241.4,0
241.5,0,241.5,0
241.6,0,241.6,0
241.7,0,241.7,0
241.8,0,241.8,0
241.9,0,241.9,0
242,0,242,0
242.1,0,242.1,0
242.2,0,242.2,0
242.3,0,242.3,0
242.4,0,242.4,0
242.5,0,242.5,0
242.6,0,242.6,0
242.7,0,242.7,0
242.8,0,242.8,0
242.9,0,242.9,0
243,0,243,0
243.1,0,243.1,0
243.2,0,243.2,0
243.3,0,243.3,0
243.4,0,243.4,0
243.5,0,243.5,0
243.6,0,243.6,0
243.7,0,243.7,0
243.8,0,243.8,0
243.9,0,243.9,0
244,0,244,0
244.1,0,244.1,0
244.2,0,244.2,0
244.3,0,244.3,0
244.4,0,244.4,0
244.5,0,244.5,0
244.6,0,244.6,0
244.7,0,244.7,0
244.8,0,244.8,0
244.9,0,244.9,0
245,0,245,0
245.1,0,245.1,0
245.2,0,245.2,0
245.3,0,245.3,0
245.4,0,245.4,0
245.5,0,245.5,0
245.6,0,245.6,0
245.7,0,245.7,0
245.8,0,245.8,0
245.9,0,245.9,0
246,0,246,0
246.1,0,246.1,0
246.2,0,246.2,0
246.3,0,246.3,0
246.4,0,246.4,0
246.5,0,246.5,0
246.6,0,246.6,0
246.7,0,246.7,0
246.8,0,246.8,0
246.9,0,246.9,0
247,0,247,0
247.1,0,247.1,0
247.2,0,247.2,0
247.3,0,247.3,0
247.4,0,247.4,0
247.5,0,247.5,0
247.6,0,247.6,0
247.7,0,247.7,0
247.8,0,247.8,0
247.9,0,247.9,0
248,0,248,0
248.1,0,248.1,0
248.2,0,248.2,0
248.3,0,248.3,0
248.4,0,248.4,0
248.5,0,248.5,0
248.6,0,248.6,0
248.7,0,248.7,0
248.8,0,248.8,0
248.9,0,248.9,0
249,0,249,0
249.1,0,249.1,0
249.2,0,249.2,0
249.3,0,249.3,0
249.4,0,249.4,0
249.5,0,249.5,0
249.6,0,249.6,0
249.7,0,249.7,0
249.8,0,249.8,0
249.9,0,249.9,0
250,0,250,0
250.1,0,250.1,0
250.2,0,250.2,0
250.3,0,250.3,0
250.4,0,250.4,0
250.5,0,250.5,0
250.6,0,250.6,0
250.7,0,250.7,0
250.8,0,250.8,0
250.9,0,250.9,0
251,0,251,0
251.1,0,251.1,0
251.2,0,251.2,0
251.3,0,251.3,0
251.4,0,251.4,0
251.5,0,251.5,0
251.6,0,251.6,0
251.7,0,251.7,0
251.8,0,251.8,0
251.9,0,251.9,0
252,0,252,0
252.1,0,252.1,0
252.2,0,252.2,0
252.3,0,252.3,0
252.4,0,252.4,0
252.5,0,252.5,0
252.6,0,252.6,0
252.7,0,252.7,0
252.8,0,252.8,0
252.9,0,252.9,0
253,0,253,0
253.1,0,253.1,0
253.2,0,253.2,0
253.3,0,253.3,0
253.4,0,253.4,0
253.5,0,253.5,0
253.6,0,253.6,0
253.7,0,253.7,0
253.8,0,253.8,0
253.9,0,253.9,0
254,0,254,0
254.1,0,254.1,0
254.2,0,254.2,0
254.3,0,254.3,0
254.4,0,254.4,0
254.5,0,254.5,0
254.6,0,254.6,0
254.7,0,254.7,0
254.8,0,254.8,0
254.9,0,254.9,0
255,0,255,0
255.1,0,255.1,0
255.2,0,255.2,0
255.3,0,255.3,0
255.4,0,255.4,0
255.5,0,255.5,0
255.6,0,255.6,0
255.7,0,255.7,0
255.8,0,255.8,0
255.9,0,255.9,0
256,0,256,0
256.1,0,256.1,0
256.2,0,256.2,0
256.3,0,256.3,0
256.4,0,256.4,0
256.5,0,256.5,0
256.6,0,256.6,0
256.7,0,256.7,0
256.8,0,256.8,0
256.9,0,256.9,0
257,0,257,0
257.1,0,257.1,0
257.2,0,257.2,0
257.3,0,257.3,0
257.4,0,257.4,0
257.5,0,257.5,0
257.6,0,257.6,0
257.7,0,257.7,0
257.8,0,257.8,0
257.9,0,257.9,0
258,0,258,0
258.1,0,258.1,0
258.2,0,258.2,0
258.3,0,258.3,0
258.4,0,258.4,0
258.5,0,258.5,0
258.6,0,258.6,0
258.7,0,258.7,0
258.8,0,258.8,0
258.9,0,258.9,0
259,0,259,0
259.1,0,259.1,0
259.2,0,259.2,0
259.3,0,259.3,0
259.4,0,259.4,0
259.5,0,259.5,0
259.6,0,259.6,0
259.7,0,259.7,0
259.8,0,259.8,0
259.9,0,259.9,0
260,0,260,0
260.1,0,260.1,0
260.2,0,260.2,0
260.3,0,260.3,0
260.4,0,260.4,0
260.5,0,260.5,0
260.6,0,260.6,0
260.7,0,260.7,0
260.8,0,260.8,0
260.9,0,260.9,0
261,0,261,0
261.1,0,261.1,0
261.2,0,261.2,0
261.3,0,261.3,0
261.4,0,261.4,0
261.5,0,261.5,0
261.6,0,261.6,0
261.7,0,261.7,0
261.8,0,261.8,0
261.9,0,261.9,0
262,0,262,0
262.1,0,262.1,0
262.2,0,262.2,0
262.3,0,262.3,0
262.4,0,262.4,0
262.5,0,262.5,0
262.6,0,262.6,0
262.7,0,262.7,0
262.8,0,262.8,0
262.9,0,262.9,0
263,0,263,0
263.1,0,263.1,0
263.2,0,263.2,0
263.3,0,263.3,0
263.4,0,263.4,0
263.5,0,263.5,0
263.6,0,263.6,0
263.7,0,263.7,0
263.8,0,263.8,0
263.9,0,263.9,0
264,0,264,0
264.1,0,264.1,0
264.2,0,264.2,0
264.3,0,264.3,0
264.4,0,264.4,0
264.5,0,264.5,0
264.6,0,264.6,0
264.7,0,264.7,0
264.8,0,264.8,0
264.9,0,264.9,0
265,0,265,0
265.1,0,265.1,0
265.2,0,265.2,0
265.3,0,265.3,0
265.4,0,265.4,0
265.5,0,265.5,0
265.6,0,265.6,0
265.7,0,265.7,0
265.8,0,265.8,0
265.9,0,265.9,0
266,0,266,0
266.1,0,266.1,0
266.2,0,266.2,0
266.3,0,266.3,0
266.4,0,266.4,0
266.5,0,266.5,0
266.6,0,266.6,0
266.7,0,266.7,0
266.8,0,266.8,0
266.9,0,266.9,0
267,0,267,0
267.1,0,267.1,0
267.2,0,267.2,0
267.3,0,267.3,0
267.4,0,267.4,0
267.5,0,267.5,0
267.6,0,267.6,0
267.7,0,267.7,0
267.8,0,267.8,0
267.9,0,267.9,0
268,0,268,0
268.1,0,268.1,0
268.2,0,268.2,0
268.3,0,268.3,0
268.4,0,268.4,0
268.5,0,268.5,0
268.6,0,268.6,0
268.7,0,268.7,0
268.8,0,268.8,0
268.9,0,268.9,0
269,0,269,0
269.1,0,269.1,0
269.2,0,269.2,0
269.3,0,269.3,0
269.4,0,269.4,0
269.5,0,269.5,0
269.6,0,269.6,0
269.7,0,269.7,0
269.8,0,269.8,0
269.9,0,269.9,0
270,0,270,0
270.1,0,270.1,0
270.2,0,270.2,0
270.3,0,270.3,0
270.4,0,270.4,0
270.5,0,270.5,0
270.6,0,270.6,0
270.7,0,270.7,0
270.8,0,270.8,0
270.9,0,270.9,0
271,0,271,0
271.1,0,271.1,0
271.2,0,271.2,0
271.3,0,271.3,0
271.4,0,271.4,0
271.5,0,271.5,0
271.6,0,271.6,0
271.7,0,271.7,0
271.8,0,271.8,0
271.9,0,271.9,0
272,0,272,0
272.1,0,272.1,0
272.2,0,272.2,0
272.3,0,272.3,0
272.4,0,272.4,0
272.5,0,272.5,0
272.6,0,272.6,0
272.7,0,272.7,0
272.8,0,272.8,0
272.9,0,272.9,0
273,0,273,0
273.1,0,273.1,0
273.2,0,273.2,0
273.3,0,273.3,0
273.4,0,273.4,0
273.5,0,273.5,0
273.6,0,273.6,0
273.7,0,273.7,0
273.8,0,273.8,0
273.9,0,273.9,0
274,0,274,0
274.1,0,274.1,0
274.2,0,274.2,0
274.3,0,274.3,0
274.4,0,274.4,0
274.5,0,274.5,0
274.6,0,274.6,0
274.7,0,274.7,0
274.8,0,274.8,0
274.9,0,274.9,0
275,0,275,0
275.1,0,275.1,0
275.2,0,275.2,0
275.3,0,275.3,0
275.4,0,275.4,0
275.5,0,275.5,0
275.6,0,275.6,0
275.7,0,275.7,0
275.8,0,275.8,0
275.9,0,275.9,0
276,0,276,0
276.1,0,276.1,0
276.2,0,276.2,0
276.3,0,276.3,0
276.4,0,276.4,0
276.5,0,276.5,0
276.6,0,276.6,0
276.7,0,276.7,0
276.8,0,276.8,0
276.9,0,276.9,0
277,0,277,0
277.1,0,277.1,0
277.2,0,277.2,0
277.3,0,277.3,0
277.4,0,277.4,0
277.5,0,277.5,0
277.6,0,277.6,0
277.7,0,277.7,0
277.8,0,277.8,0
277.9,0,277.9,0
278,0,278,0
278.1,0,278.1,0
278.2,0,278.2,0
278.3,0,278.3,0
278.4,0,278.4,0
278.5,0,278.5,0
278.6,0,278.6,0
278.7,0,278.7,0
278.8,0,278.8,0
278.9,0,278.9,0
279,0,279,0
279.1,0,279.1,0
279.2,0,279.2,0
279.3,0,279.3,0
279.4,0,279.4,0
279.5,0,279.5,0
279.6,0,279.6,0
279.7,0,279.7,0
279.8,0,279.8,0
279.9,0,279.9,0
280,0,280,0
280.1,0,280.1,0
280.2,0,280.2,0
280.3,0,280.3,0
280.4,0,280.4,0
280.5,0,280.5,0
280.6,0,280.6,0
280.7,0,280.7,0
280.8,0,280.8,0
280.9,0,280.9,0
281,0,281,0
281.1,0,281.1,0
281.2,0,281.2,0
281.3,0,281.3,0
281.4,0,281.4,0
281.5,0,281.5,0
281.6,0,281.6,0
281.7,0,281.7,0
281.8,0,281.8,0
281.9,0,281.9,0
282,0,282,0
282.1,0,282.1,0
282.2,0,282.2,0
282.3,0,282.3,0
282.4,0,282.4,0
282.5,0,282.5,0
282.6,0,282.6,0
282.7,0,282.7,0
282.8,0,282.8,0
282.9,0,282.9,0
283,0,283,0
283.1,0,283.1,0
283.2,0,283.2,0
283.3,0,283.3,0
283.4,0,283.4,0
283.5,0,283.5,0
283.6,0,283.6,0
283.7,0,283.7,0
283.8,0,283.8,0
283.9,0,283.9,0
284,0,284,0
284.1,0,284.1,0
284.2,0,284.2,0
284.3,0,284.3,0
284.4,0,284.4,0
284.5,0,284.5,0
284.6,0,284.6,0
284.7,0,284.7,0
284.8,0,284.8,0
284.9,0,284.9,0
285,0,285,0
285.1,0,285.1,0
285.2,0,285.2,0
285.3,0,285.3,0
285.4,0,285.4,0
285.5,0,285.5,0
285.6,0,285.6,0
285.7,0,285.7,0
285.8,0,285.8,0
285.9,0,285.9,0
286,0,286,0
286.1,0,286.1,0
286.2,0,286.2,0
286.3,0,286.3,0
286.4,0,286.4,0
286.5,0,286.5,0
286.6,0,286.6,0
286.7,0,286.7,0
286.8,0,286.8,0
286.9,0,286.9,0
287,0,287,0
287.1,0,287.1,0
287.2,0,287.2,0
287.3,0,287.3,0
287.4,0,287.4,0
287.5,0,287.5,0
287.6,0,287.6,0
287.7,0,287.7,0
287.8,0,287.8,0
287.9,0,287.9,0
288,0,288,0
288.1,0,288.1,0
288.2,0,288.2,0
288.3,0,288.3,0
288.4,0,288.4,0
288.5,0,288.5,0
288.6,0,288.6,0
288.7,0,288.7,0
288.8,0,288.8,0
288.9,0,288.9,0
289,0,289,0
289.1,0,289.1,0
289.2,0,289.2,0
289.3,0,289.3,0
289.4,0,289.4,0
289.5,0,289.5,0
289.6,0,289.6,0
289.7,0,289.7,0
289.8,0,289.8,0
289.9,0,289.9,0
290,0,290,0
290.1,0,290.1,0
290.2,0,290.2,0
290.3,0,290.3,0
290.4,0,290.4,0
290.5,0,290.5,0
290.6,0,290.6,0
290.7,0,290.7,0
290.8,0,290.8,0
290.9,0,290.9,0
291,0,291,0
291.1,0,291.1,0
291.2,0,291.2,0
291.3,0,291.3,0
291.4,0,291.4,0
291.5,0,291.5,0
291.6,0,291.6,0
291.7,0,291.7,0
291.8,0,291.8,0
291.9,0,291.9,0
292,0,292,0
292.1,0,292.1,0
292.2,0,292.2,0
292.3,0,292.3,0
292.4,0,292.4,0
292.5,0,292.5,0
292.6,0,292.6,0
292.7,0,292.7,0
292.8,0,292.8,0
292.9,0,292.9,0
293,0,293,0
293.1,0,293.1,0
293.2,0,293.2,0
293.3,0,293.3,0
293.4,0,293.4,0
293.5,0,293.5,0
293.6,0,293.6,0
293.7,0,293.7,0
293.8,0,293.8,0
293.9,0,293.9,0
294,0,294,0
294.1,0,294.1,0
294.2,0,294.2,0
294.3,0,294.3,0
294.4,0,294.4,0
294.5,0,294.5,0
294.6,0,294.6,0
294.7,0,294.7,0
294.8,0,294.8,0
294.9,0,294.9,0
295,0,295,0
295.1,0,295.1,0
295.2,0,295.2,0
295.3,0,295.3,0
295.4,0,295.4,0
295.5,0,295.5,0
295.6,0,295.6,0
295.7,0,295.7,0
295.8,0,295.8,0
295.9,0,295.9,0
296,0,296,0
296.1,0,296.1,0
296.2,0,296.2,0
296.3,0,296.3,0
296.4,0,296.4,0
296.5,0,296.5,0
296.6,0,296.6,0
296.7,0,296.7,0
296.8,0,296.8,0
296.9,0,296.9,0
297,0,297,0
297.1,0,297.1,0
297.2,0,297.2,0
297.3,0,297.3,0
297.4,0,297.4,0
297.5,0,297.5,0
297.6,0,297.6,0
297.7,0,297.7,0
297.8,0,297.8,0
297.9,0,297.9,0
298,0,298,0
298.1,0,298.1,0
298.2,0,298.2,0
298.3,0,298.3,0
298.4,0,298.4,0
298.5,0,298.5,0
298.6,0,298.6,0
298.7,0,298.7,0
298.8,0,298.8,0
298.9,0,298.9,0
299,0,299,0
299.1,0,299.1,0
299.2,0,299.2,0
299.3,0,299.3,0
299.4,0,299.4,0
299.5,0,299.5,0
299.6,0,299.6,0
299.7,0,299.7,0
299.8,0,299.8,0
299.9,0,299.9,0
300,0,300,0
300.1,0,300.1,0
300.2,0,300.2,0
300.3,0,300.3,0
300.4,0,300.4,0
300.5,0,300.5,0
300.6,0,300.6,0
300.7,0,300.7,0
300.8,0,300.8,0
300.9,0,300.9,0
301,1,301,0
301.1,0.994907,301.1,0
301.2,0.989773,301.2,0
301.3,0.984557,301.3,0
301.4,0.979205,301.4,0
301.5,0.973691,301.5,0
301.6,0.968094,301.6,0
301.7,0.96251,301.7,0
301.8,0.956992,301.8,0
301.9,0.95166,301.9,0
302,0.946936,302,0
302.1,0.943123,302.1,0
302.2,0.939717,302.2,0
302.3,0.936162,302.3,0
302.4,0.932487,302.4,0
302.5,0.92884,302.5,0
302.6,0.925267,302.6,0
302.7,0.921781,302.7,0
302.8,0.918357,302.8,0
302.9,0.914966,302.9,0
303,0.911585,303,0
303.1,0.908199,303.1,0
303.2,0.904814,303.2,0
303.3,0.901436,303.3,0
303.4,0.898042,303.4,0
303.5,0.894623,303.5,0
303.6,0.89127,303.6,0
303.7,0.888008,303.7,0
303.8,0.884499,303.8,0
303.9,0.880368,303.9,0
304,0.875456,304,0
304.1,0.869767,304.1,0
304.2,0.863747,304.2,0
304.3,0.857837,304.3,0
304.4,0.852027,304.4,0
304.5,0.846407,304.5,0
304.6,0.841918,304.6,0
304.7,0.839281,304.7,0
304.8,0.837482,304.8,0
304.9,0.835376,304.9,0
305,0.833045,305,0
305.1,0.830796,305.1,0
305.2,0.828609,305.2,0
305.3,0.826405,305.3,0
305.4,0.824173,305.4,0
305.5,0.821933,305.5,0
305.6,0.819737,305.6,0
305.7,0.817633,305.7,0
305.8,0.81561,305.8,0
305.9,0.813643,305.9,0
306,0.811696,306,0
306.1,0.809742,306.1,0
306.2,0.807783,306.2,0
306.3,0.805825,306.3,0
306.4,0.803869,306.4,0
306.5,0.801912,306.5,0
306.6,0.799955,306.6,0
306.7,0.797999,306.7,0
306.8,0.796042,306.8,0
306.9,0.794084,306.9,0
307,0.792128,307,0
307.1,0.790175,307.1,0
307.2,0.788214,307.2,0
307.3,0.786249,307.3,0
307.4,0.784354,307.4,0
307.5,0.782591,307.5,0
307.6,0.780888,307.6,0
307.7,0.779163,307.7,0
307.8,0.777422,307.8,0
307.9,0.775687,307.9,0
308,0.773957,308,0
308.1,0.772224,308.1,0
308.2,0.770491,308.2,0
308.3,0.768758,308.3,0
308.4,0.767025,308.4,0
308.5,0.765292,308.5,0
308.6,0.763559,308.6,0
308.7,0.761826,308.7,0
308.8,0.760093,308.8,0
308.9,0.758361,308.9,0
309,0.756628,309,0
309.1,0.754893,309.1,0
309.2,0.753162,309.2,0
309.3,0.751469,309.3,0
309.4,0.749952,309.4,0
309.5,0.748712,309.5,0
309.6,0.747595,309.6,0
309.7,0.746433,309.7,0
309.8,0.745239,309.8,0
309.9,0.744061,309.9,0
310,0.742892,310,0
310.1,0.741716,310.1,0
310.2,0.740536,310.2,0
310.3,0.739357,310.3,0
310.4,0.738179,310.4,0
310.5,0.737001,310.5,0
310.6,0.735822,310.6,0
310.7,0.734644,310.7,0
310.8,0.733466,310.8,0
310.9,0.732287,310.9,0
311,0.731109,311,0
311.1,0.729931,311.1,0
311.2,0.728752,311.2,0
311.3,0.727574,311.3,0
311.4,0.726395,311.4,0
311.5,0.725218,311.5,0
311.6,0.724039,311.6,0
311.7,0.722858,311.7,0
311.8,0.721682,311.8,0
311.9,0.720512,311.9,0
312,0.719336,312,0
312.1,0.718149,312.1,0
312.2,0.717,312.2,0
312.3,0.715932,312.3,0
312.4,0.7149,312.4,0
312.5,0.713854,312.5,0
312.6,0.712799,312.6,0
312.7,0.711747,312.7,0
312.8,0.710698,312.8,0
312.9,0.709648,312.9,0
313,0.708597,313,0
313.1,0.707546,313.1,0
313.2,0.706496,313.2,0
313.3,0.705447,313.3,0
313.4,0.704396,313.4,0
313.5,0.70334,313.5,0
313.6,0.702284,313.6,0
313.7,0.701233,313.7,0
313.8,0.700183,313.8,0
313.9,0.699133,313.9,0
314,0.698083,314,0
314.1,0.697032,314.1,0
314.2,0.695982,314.2,0
314.3,0.694932,314.3,0
314.4,0.693881,314.4,0
314.5,0.69283,314.5,0
314.6,0.69178,314.6,0
314.7,0.690731,314.7,0
314.8,0.689679,314.8,0
314.9,0.688627,314.9,0
315,0.687579,315,0
315.1,0.686541,315.1,0
315.2,0.68551,315.2,0
315.3,0.684477,315.3,0
315.4,0.683441,315.4,0
315.5,0.682401,315.5,0
315.6,0.681362,315.6,0
315.7,0.680326,315.7,0
315.8,0.679293,315.8,0
315.9,0.678258,315.9,0
316,0.677224,316,0
316.1,0.676191,316.1,0
316.2,0.675155,316.2,0
