Wavelength,CF514 EX,Wavelength,CF514 EM
707.8,0,707.8,0.009991269
707.9,0,707.9,0.009991269
708,0,708,0.009991269
708.1,0,708.1,0.009991269
708.2,0,708.2,0.009991269
708.3,0,708.3,0.009991269
708.4,0,708.4,0.009991269
708.5,0,708.5,0.009991269
708.6,0,708.6,0.009991269
708.7,0,708.7,0.009991269
708.8,0,708.8,0.009991269
708.9,0,708.9,0.009991269
709,0,709,0.009991269
709.1,0,709.1,0.009991269
709.2,0,709.2,0.009991269
709.3,0,709.3,0.009991269
709.4,0,709.4,0.009991269
709.5,0,709.5,0.009991269
709.6,0,709.6,0.009991269
709.7,0,709.7,0.009991269
709.8,0,709.8,0.009991269
709.9,0,709.9,0.009991269
710,0,710,0.009991269
710.1,0,710.1,0.009991269
710.2,0,710.2,0.009991269
710.3,0,710.3,0.009991269
710.4,0,710.4,0.009991269
710.5,0,710.5,0.009991269
710.6,0,710.6,0.009991269
710.7,0,710.7,0.009991269
710.8,0,710.8,0.009991269
710.9,0,710.9,0.009991269
711,0,711,0.009991269
711.1,0,711.1,0.009991269
711.2,0,711.2,0.009991269
711.3,0,711.3,0.009991269
711.4,0,711.4,0.009991269
711.5,0,711.5,0.009991269
711.6,0,711.6,0.009991269
711.7,0,711.7,0.009991269
711.8,0,711.8,0.009991269
711.9,0,711.9,0.009991269
712,0,712,0.009991269
712.1,0,712.1,0.009991269
712.2,0,712.2,0.009991269
712.3,0,712.3,0.009991269
712.4,0,712.4,0.009991269
712.5,0,712.5,0.009991269
712.6,0,712.6,0.009991269
712.7,0,712.7,0.009991269
712.8,0,712.8,0.009991269
712.9,0,712.9,0.009991269
713,0,713,0.009991269
713.1,0,713.1,0.009991269
713.2,0,713.2,0.009991269
713.3,0,713.3,0.009991269
713.4,0,713.4,0.009991269
713.5,0,713.5,0.009991269
713.6,0,713.6,0.009991269
713.7,0,713.7,0.009991269
713.8,0,713.8,0.009991269
713.9,0,713.9,0.009991269
714,0,714,0.009991269
714.1,0,714.1,0.009991269
714.2,0,714.2,0.009991269
714.3,0,714.3,0.009991269
714.4,0,714.4,0.009991269
714.5,0,714.5,0.009991269
714.6,0,714.6,0.009991269
714.7,0,714.7,0.009991269
714.8,0,714.8,0.009991269
714.9,0,714.9,0.009991269
715,0,715,0.009991269
715.1,0,715.1,0.009991269
715.2,0,715.2,0.009991269
715.3,0,715.3,0.009991269
715.4,0,715.4,0.009991269
715.5,0,715.5,0.009991269
715.6,0,715.6,0.009991269
715.7,0,715.7,0.009991269
715.8,0,715.8,0.009991269
715.9,0,715.9,0.009991269
716,0,716,0.009991269
716.1,0,716.1,0.009991269
716.2,0,716.2,0.009991269
716.3,0,716.3,0.009991269
716.4,0,716.4,0.009991269
716.5,0,716.5,0.009991269
716.6,0,716.6,0.009991269
716.7,0,716.7,0.009991269
716.8,0,716.8,0.009991269
716.9,0,716.9,0.009991269
717,0,717,0.009991269
717.1,0,717.1,0.009991269
717.2,0,717.2,0.009991269
717.3,0,717.3,0.009991269
717.4,0,717.4,0.009991269
717.5,0,717.5,0.009991269
717.6,0,717.6,0.009991269
717.7,0,717.7,0.009991269
717.8,0,717.8,0.009991269
717.9,0,717.9,0.009991269
718,0,718,0.009991269
718.1,0,718.1,0.009991269
718.2,0,718.2,0.009991269
718.3,0,718.3,0.009991269
718.4,0,718.4,0.009991269
718.5,0,718.5,0.009991269
718.6,0,718.6,0.009991269
718.7,0,718.7,0.009991269
718.8,0,718.8,0.009991269
718.9,0,718.9,0.009991269
719,0,719,0.009991269
719.1,0,719.1,0.009991269
719.2,0,719.2,0.009991269
719.3,0,719.3,0.009991269
719.4,0,719.4,0.009991269
719.5,0,719.5,0.009991269
719.6,0,719.6,0.009991269
719.7,0,719.7,0.009991269
719.8,0,719.8,0.009991269
719.9,0,719.9,0.009991269
720,0,720,0.009991269
720.1,0,720.1,0.009991269
720.2,0,720.2,0.009991269
720.3,0,720.3,0.009991269
720.4,0,720.4,0.009991269
720.5,0,720.5,0.009991269
720.6,0,720.6,0.009991269
720.7,0,720.7,0.009991269
720.8,0,720.8,0.009991269
720.9,0,720.9,0.009991269
721,0,721,0.009991269
721.1,0,721.1,0.009991269
721.2,0,721.2,0.009991269
721.3,0,721.3,0.009991269
721.4,0,721.4,0.009991269
721.5,0,721.5,0.009991269
721.6,0,721.6,0.009991269
721.7,0,721.7,0.009991269
721.8,0,721.8,0.009991269
721.9,0,721.9,0.009991269
722,0,722,0.009991269
722.1,0,722.1,0.009991269
722.2,0,722.2,0.009991269
722.3,0,722.3,0.009991269
722.4,0,722.4,0.009991269
722.5,0,722.5,0.009991269
722.6,0,722.6,0.009991269
722.7,0,722.7,0.009991269
722.8,0,722.8,0.009991269
722.9,0,722.9,0.009991269
723,0,723,0.009991269
723.1,0,723.1,0.009991269
723.2,0,723.2,0.009991269
723.3,0,723.3,0.009991269
723.4,0,723.4,0.009991269
723.5,0,723.5,0.009991269
723.6,0,723.6,0.009991269
723.7,0,723.7,0.009991269
723.8,0,723.8,0.009991269
723.9,0,723.9,0.009991269
724,0,724,0.009991269
724.1,0,724.1,0.009991269
724.2,0,724.2,0.009991269
724.3,0,724.3,0.009991269
724.4,0,724.4,0.009991269
724.5,0,724.5,0.009991269
724.6,0,724.6,0.009991269
724.7,0,724.7,0.009991269
724.8,0,724.8,0.009991269
724.9,0,724.9,0.009991269
725,0,725,0.009991269
725.1,0,725.1,0.009991269
725.2,0,725.2,0.009991269
725.3,0,725.3,0.009991269
725.4,0,725.4,0.009991269
725.5,0,725.5,0.009991269
725.6,0,725.6,0.009991269
725.7,0,725.7,0.009991269
725.8,0,725.8,0.009991269
725.9,0,725.9,0.009991269
726,0,726,0.009991269
726.1,0,726.1,0.009991269
726.2,0,726.2,0.009991269
726.3,0,726.3,0.009991269
726.4,0,726.4,0.009991269
726.5,0,726.5,0.009991269
726.6,0,726.6,0.009991269
726.7,0,726.7,0.009991269
726.8,0,726.8,0.009991269
726.9,0,726.9,0.009991269
727,0,727,0.009991269
727.1,0,727.1,0
727.2,0,727.2,0
727.3,0,727.3,0
727.4,0,727.4,0
727.5,0,727.5,0
727.6,0,727.6,0
727.7,0,727.7,0
727.8,0,727.8,0
727.9,0,727.9,0
728,0,728,0
728.1,0,728.1,0
728.2,0,728.2,0
728.3,0,728.3,0
728.4,0,728.4,0
728.5,0,728.5,0
728.6,0,728.6,0
728.7,0,728.7,0
728.8,0,728.8,0
728.9,0,728.9,0
729,0,729,0
729.1,0,729.1,0
729.2,0,729.2,0
729.3,0,729.3,0
729.4,0,729.4,0
729.5,0,729.5,0
729.6,0,729.6,0
729.7,0,729.7,0
729.8,0,729.8,0
729.9,0,729.9,0
730,0,730,0
730.1,0,730.1,0
730.2,0,730.2,0
730.3,0,730.3,0
730.4,0,730.4,0
730.5,0,730.5,0
730.6,0,730.6,0
730.7,0,730.7,0
730.8,0,730.8,0
730.9,0,730.9,0
731,0,731,0
731.1,0,731.1,0
731.2,0,731.2,0
731.3,0,731.3,0
731.4,0,731.4,0
731.5,0,731.5,0
731.6,0,731.6,0
731.7,0,731.7,0
731.8,0,731.8,0
731.9,0,731.9,0
732,0,732,0
732.1,0,732.1,0
732.2,0,732.2,0
732.3,0,732.3,0
732.4,0,732.4,0
732.5,0,732.5,0
732.6,0,732.6,0
732.7,0,732.7,0
732.8,0,732.8,0
732.9,0,732.9,0
733,0,733,0
733.1,0,733.1,0
733.2,0,733.2,0
733.3,0,733.3,0
733.4,0,733.4,0
733.5,0,733.5,0
733.6,0,733.6,0
733.7,0,733.7,0
733.8,0,733.8,0
733.9,0,733.9,0
734,0,734,0
734.1,0,734.1,0
734.2,0,734.2,0
734.3,0,734.3,0
734.4,0,734.4,0
734.5,0,734.5,0
734.6,0,734.6,0
734.7,0,734.7,0
734.8,0,734.8,0
734.9,0,734.9,0
735,0,735,0
735.1,0,735.1,0
735.2,0,735.2,0
735.3,0,735.3,0
735.4,0,735.4,0
735.5,0,735.5,0
735.6,0,735.6,0
735.7,0,735.7,0
735.8,0,735.8,0
735.9,0,735.9,0
736,0,736,0
736.1,0,736.1,0
736.2,0,736.2,0
736.3,0,736.3,0
736.4,0,736.4,0
736.5,0,736.5,0
736.6,0,736.6,0
736.7,0,736.7,0
736.8,0,736.8,0
736.9,0,736.9,0
737,0,737,0
737.1,0,737.1,0
737.2,0,737.2,0
737.3,0,737.3,0
737.4,0,737.4,0
737.5,0,737.5,0
737.6,0,737.6,0
737.7,0,737.7,0
737.8,0,737.8,0
737.9,0,737.9,0
738,0,738,0
738.1,0,738.1,0
738.2,0,738.2,0
738.3,0,738.3,0
738.4,0,738.4,0
738.5,0,738.5,0
738.6,0,738.6,0
738.7,0,738.7,0
738.8,0,738.8,0
738.9,0,738.9,0
739,0,739,0
739.1,0,739.1,0
739.2,0,739.2,0
739.3,0,739.3,0
739.4,0,739.4,0
739.5,0,739.5,0
739.6,0,739.6,0
739.7,0,739.7,0
739.8,0,739.8,0
739.9,0,739.9,0
740,0,740,0
740.1,0,740.1,0
740.2,0,740.2,0
740.3,0,740.3,0
740.4,0,740.4,0
740.5,0,740.5,0
740.6,0,740.6,0
740.7,0,740.7,0
740.8,0,740.8,0
740.9,0,740.9,0
741,0,741,0
741.1,0,741.1,0
741.2,0,741.2,0
741.3,0,741.3,0
741.4,0,741.4,0
741.5,0,741.5,0
741.6,0,741.6,0
741.7,0,741.7,0
741.8,0,741.8,0
741.9,0,741.9,0
742,0,742,0
742.1,0,742.1,0
742.2,0,742.2,0
742.3,0,742.3,0
742.4,0,742.4,0
742.5,0,742.5,0
742.6,0,742.6,0
742.7,0,742.7,0
742.8,0,742.8,0
742.9,0,742.9,0
743,0,743,0
743.1,0,743.1,0
743.2,0,743.2,0
743.3,0,743.3,0
743.4,0,743.4,0
743.5,0,743.5,0
743.6,0,743.6,0
743.7,0,743.7,0
743.8,0,743.8,0
743.9,0,743.9,0
744,0,744,0
744.1,0,744.1,0
744.2,0,744.2,0
744.3,0,744.3,0
744.4,0,744.4,0
744.5,0,744.5,0
744.6,0,744.6,0
744.7,0,744.7,0
744.8,0,744.8,0
744.9,0,744.9,0
745,0,745,0
745.1,0,745.1,0
745.2,0,745.2,0
745.3,0,745.3,0
745.4,0,745.4,0
745.5,0,745.5,0
745.6,0,745.6,0
745.7,0,745.7,0
745.8,0,745.8,0
745.9,0,745.9,0
746,0,746,0
746.1,0,746.1,0
746.2,0,746.2,0
746.3,0,746.3,0
746.4,0,746.4,0
746.5,0,746.5,0
746.6,0,746.6,0
746.7,0,746.7,0
746.8,0,746.8,0
746.9,0,746.9,0
747,0,747,0
747.1,0,747.1,0
747.2,0,747.2,0
747.3,0,747.3,0
747.4,0,747.4,0
747.5,0,747.5,0
747.6,0,747.6,0
747.7,0,747.7,0
747.8,0,747.8,0
747.9,0,747.9,0
748,0,748,0
748.1,0,748.1,0
748.2,0,748.2,0
748.3,0,748.3,0
748.4,0,748.4,0
748.5,0,748.5,0
748.6,0,748.6,0
748.7,0,748.7,0
748.8,0,748.8,0
748.9,0,748.9,0
749,0,749,0
749.1,0,749.1,0
749.2,0,749.2,0
749.3,0,749.3,0
749.4,0,749.4,0
749.5,0,749.5,0
749.6,0,749.6,0
749.7,0,749.7,0
749.8,0,749.8,0
749.9,0,749.9,0
750,0,750,0
750.1,0,750.1,0
750.2,0,750.2,0
750.3,0,750.3,0
750.4,0,750.4,0
750.5,0,750.5,0
750.6,0,750.6,0
750.7,0,750.7,0
750.8,0,750.8,0
750.9,0,750.9,0
751,0,751,0
751.1,0,751.1,0
751.2,0,751.2,0
751.3,0,751.3,0
751.4,0,751.4,0
751.5,0,751.5,0
751.6,0,751.6,0
751.7,0,751.7,0
751.8,0,751.8,0
751.9,0,751.9,0
752,0,752,0
752.1,0,752.1,0
752.2,0,752.2,0
752.3,0,752.3,0
752.4,0,752.4,0
752.5,0,752.5,0
752.6,0,752.6,0
752.7,0,752.7,0
752.8,0,752.8,0
752.9,0,752.9,0
753,0,753,0
753.1,0,753.1,0
753.2,0,753.2,0
753.3,0,753.3,0
753.4,0,753.4,0
753.5,0,753.5,0
753.6,0,753.6,0
753.7,0,753.7,0
753.8,0,753.8,0
753.9,0,753.9,0
754,0,754,0
754.1,0,754.1,0
754.2,0,754.2,0
754.3,0,754.3,0
754.4,0,754.4,0
754.5,0,754.5,0
754.6,0,754.6,0
754.7,0,754.7,0
754.8,0,754.8,0
754.9,0,754.9,0
755,0,755,0
755.1,0,755.1,0
755.2,0,755.2,0
755.3,0,755.3,0
755.4,0,755.4,0
755.5,0,755.5,0
755.6,0,755.6,0
755.7,0,755.7,0
755.8,0,755.8,0
755.9,0,755.9,0
756,0,756,0
756.1,0,756.1,0
756.2,0,756.2,0
756.3,0,756.3,0
756.4,0,756.4,0
756.5,0,756.5,0
756.6,0,756.6,0
756.7,0,756.7,0
756.8,0,756.8,0
756.9,0,756.9,0
757,0,757,0
757.1,0,757.1,0
757.2,0,757.2,0
757.3,0,757.3,0
757.4,0,757.4,0
757.5,0,757.5,0
757.6,0,757.6,0
757.7,0,757.7,0
757.8,0,757.8,0
757.9,0,757.9,0
758,0,758,0
758.1,0,758.1,0
758.2,0,758.2,0
758.3,0,758.3,0
758.4,0,758.4,0
758.5,0,758.5,0
758.6,0,758.6,0
758.7,0,758.7,0
758.8,0,758.8,0
758.9,0,758.9,0
759,0,759,0
759.1,0,759.1,0
759.2,0,759.2,0
759.3,0,759.3,0
759.4,0,759.4,0
759.5,0,759.5,0
759.6,0,759.6,0
759.7,0,759.7,0
759.8,0,759.8,0
759.9,0,759.9,0
760,0,760,0
760.1,0,760.1,0
760.2,0,760.2,0
760.3,0,760.3,0
760.4,0,760.4,0
760.5,0,760.5,0
760.6,0,760.6,0
760.7,0,760.7,0
760.8,0,760.8,0
760.9,0,760.9,0
761,0,761,0
761.1,0,761.1,0
761.2,0,761.2,0
761.3,0,761.3,0
761.4,0,761.4,0
761.5,0,761.5,0
761.6,0,761.6,0
761.7,0,761.7,0
761.8,0,761.8,0
761.9,0,761.9,0
762,0,762,0
762.1,0,762.1,0
762.2,0,762.2,0
762.3,0,762.3,0
762.4,0,762.4,0
762.5,0,762.5,0
762.6,0,762.6,0
762.7,0,762.7,0
762.8,0,762.8,0
762.9,0,762.9,0
763,0,763,0
763.1,0,763.1,0
763.2,0,763.2,0
763.3,0,763.3,0
763.4,0,763.4,0
763.5,0,763.5,0
763.6,0,763.6,0
763.7,0,763.7,0
763.8,0,763.8,0
763.9,0,763.9,0
764,0,764,0
764.1,0,764.1,0
764.2,0,764.2,0
764.3,0,764.3,0
764.4,0,764.4,0
764.5,0,764.5,0
764.6,0,764.6,0
764.7,0,764.7,0
764.8,0,764.8,0
764.9,0,764.9,0
765,0,765,0
765.1,0,765.1,0
765.2,0,765.2,0
765.3,0,765.3,0
765.4,0,765.4,0
765.5,0,765.5,0
765.6,0,765.6,0
765.7,0,765.7,0
765.8,0,765.8,0
765.9,0,765.9,0
766,0,766,0
766.1,0,766.1,0
766.2,0,766.2,0
766.3,0,766.3,0
766.4,0,766.4,0
766.5,0,766.5,0
766.6,0,766.6,0
766.7,0,766.7,0
766.8,0,766.8,0
766.9,0,766.9,0
767,0,767,0
767.1,0,767.1,0
767.2,0,767.2,0
767.3,0,767.3,0
767.4,0,767.4,0
767.5,0,767.5,0
767.6,0,767.6,0
767.7,0,767.7,0
767.8,0,767.8,0
767.9,0,767.9,0
768,0,768,0
768.1,0,768.1,0
768.2,0,768.2,0
768.3,0,768.3,0
768.4,0,768.4,0
768.5,0,768.5,0
768.6,0,768.6,0
768.7,0,768.7,0
768.8,0,768.8,0
768.9,0,768.9,0
769,0,769,0
769.1,0,769.1,0
769.2,0,769.2,0
769.3,0,769.3,0
769.4,0,769.4,0
769.5,0,769.5,0
769.6,0,769.6,0
769.7,0,769.7,0
769.8,0,769.8,0
769.9,0,769.9,0
770,0,770,0
770.1,0,770.1,0
770.2,0,770.2,0
770.3,0,770.3,0
770.4,0,770.4,0
770.5,0,770.5,0
770.6,0,770.6,0
770.7,0,770.7,0
770.8,0,770.8,0
770.9,0,770.9,0
771,0,771,0
771.1,0,771.1,0
771.2,0,771.2,0
771.3,0,771.3,0
771.4,0,771.4,0
771.5,0,771.5,0
771.6,0,771.6,0
771.7,0,771.7,0
771.8,0,771.8,0
771.9,0,771.9,0
772,0,772,0
772.1,0,772.1,0
772.2,0,772.2,0
772.3,0,772.3,0
772.4,0,772.4,0
772.5,0,772.5,0
772.6,0,772.6,0
772.7,0,772.7,0
772.8,0,772.8,0
772.9,0,772.9,0
773,0,773,0
773.1,0,773.1,0
773.2,0,773.2,0
773.3,0,773.3,0
773.4,0,773.4,0
773.5,0,773.5,0
773.6,0,773.6,0
773.7,0,773.7,0
773.8,0,773.8,0
773.9,0,773.9,0
774,0,774,0
774.1,0,774.1,0
774.2,0,774.2,0
774.3,0,774.3,0
774.4,0,774.4,0
774.5,0,774.5,0
774.6,0,774.6,0
774.7,0,774.7,0
774.8,0,774.8,0
774.9,0,774.9,0
775,0,775,0
775.1,0,775.1,0
775.2,0,775.2,0
775.3,0,775.3,0
775.4,0,775.4,0
775.5,0,775.5,0
775.6,0,775.6,0
775.7,0,775.7,0
775.8,0,775.8,0
775.9,0,775.9,0
776,0,776,0
776.1,0,776.1,0
776.2,0,776.2,0
776.3,0,776.3,0
776.4,0,776.4,0
776.5,0,776.5,0
776.6,0,776.6,0
776.7,0,776.7,0
776.8,0,776.8,0
776.9,0,776.9,0
777,0,777,0
777.1,0,777.1,0
777.2,0,777.2,0
777.3,0,777.3,0
777.4,0,777.4,0
777.5,0,777.5,0
777.6,0,777.6,0
777.7,0,777.7,0
777.8,0,777.8,0
777.9,0,777.9,0
778,0,778,0
778.1,0,778.1,0
778.2,0,778.2,0
778.3,0,778.3,0
778.4,0,778.4,0
778.5,0,778.5,0
778.6,0,778.6,0
778.7,0,778.7,0
778.8,0,778.8,0
778.9,0,778.9,0
779,0,779,0
779.1,0,779.1,0
779.2,0,779.2,0
779.3,0,779.3,0
779.4,0,779.4,0
779.5,0,779.5,0
779.6,0,779.6,0
779.7,0,779.7,0
779.8,0,779.8,0
779.9,0,779.9,0
780,0,780,0
780.1,0,780.1,0
780.2,0,780.2,0
780.3,0,780.3,0
780.4,0,780.4,0
780.5,0,780.5,0
780.6,0,780.6,0
780.7,0,780.7,0
780.8,0,780.8,0
780.9,0,780.9,0
781,0,781,0
781.1,0,781.1,0
781.2,0,781.2,0
781.3,0,781.3,0
781.4,0,781.4,0
781.5,0,781.5,0
781.6,0,781.6,0
781.7,0,781.7,0
781.8,0,781.8,0
781.9,0,781.9,0
782,0,782,0
782.1,0,782.1,0
782.2,0,782.2,0
782.3,0,782.3,0
782.4,0,782.4,0
782.5,0,782.5,0
782.6,0,782.6,0
782.7,0,782.7,0
782.8,0,782.8,0
782.9,0,782.9,0
783,0,783,0
783.1,0,783.1,0
783.2,0,783.2,0
783.3,0,783.3,0
783.4,0,783.4,0
783.5,0,783.5,0
783.6,0,783.6,0
783.7,0,783.7,0
783.8,0,783.8,0
783.9,0,783.9,0
784,0,784,0
784.1,0,784.1,0
784.2,0,784.2,0
784.3,0,784.3,0
784.4,0,784.4,0
784.5,0,784.5,0
784.6,0,784.6,0
784.7,0,784.7,0
784.8,0,784.8,0
784.9,0,784.9,0
785,0,785,0
785.1,0,785.1,0
785.2,0,785.2,0
785.3,0,785.3,0
785.4,0,785.4,0
785.5,0,785.5,0
785.6,0,785.6,0
785.7,0,785.7,0
785.8,0,785.8,0
785.9,0,785.9,0
786,0,786,0
786.1,0,786.1,0
786.2,0,786.2,0
786.3,0,786.3,0
786.4,0,786.4,0
786.5,0,786.5,0
786.6,0,786.6,0
786.7,0,786.7,0
786.8,0,786.8,0
786.9,0,786.9,0
787,0,787,0
787.1,0,787.1,0
787.2,0,787.2,0
787.3,0,787.3,0
787.4,0,787.4,0
787.5,0,787.5,0
787.6,0,787.6,0
787.7,0,787.7,0
787.8,0,787.8,0
787.9,0,787.9,0
788,0,788,0
788.1,0,788.1,0
788.2,0,788.2,0
788.3,0,788.3,0
788.4,0,788.4,0
788.5,0,788.5,0
788.6,0,788.6,0
788.7,0,788.7,0
788.8,0,788.8,0
788.9,0,788.9,0
789,0,789,0
789.1,0,789.1,0
789.2,0,789.2,0
789.3,0,789.3,0
789.4,0,789.4,0
789.5,0,789.5,0
789.6,0,789.6,0
789.7,0,789.7,0
789.8,0,789.8,0
789.9,0,789.9,0
790,0,790,0
790.1,0,790.1,0
790.2,0,790.2,0
790.3,0,790.3,0
790.4,0,790.4,0
790.5,0,790.5,0
790.6,0,790.6,0
790.7,0,790.7,0
790.8,0,790.8,0
790.9,0,790.9,0
791,0,791,0
791.1,0,791.1,0
791.2,0,791.2,0
791.3,0,791.3,0
791.4,0,791.4,0
791.5,0,791.5,0
791.6,0,791.6,0
791.7,0,791.7,0
791.8,0,791.8,0
791.9,0,791.9,0
792,0,792,0
792.1,0,792.1,0
792.2,0,792.2,0
792.3,0,792.3,0
792.4,0,792.4,0
792.5,0,792.5,0
792.6,0,792.6,0
792.7,0,792.7,0
792.8,0,792.8,0
792.9,0,792.9,0
793,0,793,0
793.1,0,793.1,0
793.2,0,793.2,0
793.3,0,793.3,0
793.4,0,793.4,0
793.5,0,793.5,0
793.6,0,793.6,0
793.7,0,793.7,0
793.8,0,793.8,0
793.9,0,793.9,0
794,0,794,0
794.1,0,794.1,0
794.2,0,794.2,0
794.3,0,794.3,0
794.4,0,794.4,0
794.5,0,794.5,0
794.6,0,794.6,0
794.7,0,794.7,0
794.8,0,794.8,0
794.9,0,794.9,0
795,0,795,0
795.1,0,795.1,0
795.2,0,795.2,0
795.3,0,795.3,0
795.4,0,795.4,0
795.5,0,795.5,0
795.6,0,795.6,0
795.7,0,795.7,0
795.8,0,795.8,0
795.9,0,795.9,0
796,0,796,0
796.1,0,796.1,0
796.2,0,796.2,0
796.3,0,796.3,0
796.4,0,796.4,0
796.5,0,796.5,0
796.6,0,796.6,0
796.7,0,796.7,0
796.8,0,796.8,0
796.9,0,796.9,0
797,0,797,0
797.1,0,797.1,0
797.2,0,797.2,0
797.3,0,797.3,0
797.4,0,797.4,0
797.5,0,797.5,0
797.6,0,797.6,0
797.7,0,797.7,0
797.8,0,797.8,0
797.9,0,797.9,0
798,0,798,0
798.1,0,798.1,0
798.2,0,798.2,0
798.3,0,798.3,0
798.4,0,798.4,0
798.5,0,798.5,0
798.6,0,798.6,0
798.7,0,798.7,0
798.8,0,798.8,0
798.9,0,798.9,0
799,0,799,0
799.1,0,799.1,0
799.2,0,799.2,0
799.3,0,799.3,0
799.4,0,799.4,0
799.5,0,799.5,0
799.6,0,799.6,0
799.7,0,799.7,0
799.8,0,799.8,0
799.9,0,799.9,0
800,0,800,0
800.1,0,800.1,0
800.2,0,800.2,0
800.3,0,800.3,0
800.4,0,800.4,0
800.5,0,800.5,0
800.6,0,800.6,0
800.7,0,800.7,0
800.8,0,800.8,0
800.9,0,800.9,0
801,0,801,0
801.1,0,801.1,0
801.2,0,801.2,0
801.3,0,801.3,0
801.4,0,801.4,0
801.5,0,801.5,0
801.6,0,801.6,0
801.7,0,801.7,0
801.8,0,801.8,0
801.9,0,801.9,0
802,0,802,0
802.1,0,802.1,0
802.2,0,802.2,0
802.3,0,802.3,0
802.4,0,802.4,0
802.5,0,802.5,0
802.6,0,802.6,0
802.7,0,802.7,0
802.8,0,802.8,0
802.9,0,802.9,0
803,0,803,0
803.1,0,803.1,0
803.2,0,803.2,0
803.3,0,803.3,0
803.4,0,803.4,0
803.5,0,803.5,0
803.6,0,803.6,0
803.7,0,803.7,0
803.8,0,803.8,0
803.9,0,803.9,0
804,0,804,0
804.1,0,804.1,0
804.2,0,804.2,0
804.3,0,804.3,0
804.4,0,804.4,0
804.5,0,804.5,0
804.6,0,804.6,0
804.7,0,804.7,0
804.8,0,804.8,0
804.9,0,804.9,0
805,0,805,0
805.1,0,805.1,0
805.2,0,805.2,0
805.3,0,805.3,0
805.4,0,805.4,0
805.5,0,805.5,0
805.6,0,805.6,0
805.7,0,805.7,0
805.8,0,805.8,0
805.9,0,805.9,0
806,0,806,0
806.1,0,806.1,0
806.2,0,806.2,0
806.3,0,806.3,0
806.4,0,806.4,0
806.5,0,806.5,0
806.6,0,806.6,0
806.7,0,806.7,0
806.8,0,806.8,0
806.9,0,806.9,0
807,0,807,0
807.1,0,807.1,0
807.2,0,807.2,0
807.3,0,807.3,0
807.4,0,807.4,0
807.5,0,807.5,0
807.6,0,807.6,0
807.7,0,807.7,0
807.8,0,807.8,0
807.9,0,807.9,0
808,0,808,0
808.1,0,808.1,0
808.2,0,808.2,0
808.3,0,808.3,0
808.4,0,808.4,0
808.5,0,808.5,0
808.6,0,808.6,0
808.7,0,808.7,0
808.8,0,808.8,0
808.9,0,808.9,0
809,0,809,0
809.1,0,809.1,0
809.2,0,809.2,0
809.3,0,809.3,0
809.4,0,809.4,0
809.5,0,809.5,0
809.6,0,809.6,0
809.7,0,809.7,0
809.8,0,809.8,0
809.9,0,809.9,0
810,0,810,0
810.1,0,810.1,0
810.2,0,810.2,0
810.3,0,810.3,0
810.4,0,810.4,0
810.5,0,810.5,0
810.6,0,810.6,0
810.7,0,810.7,0
810.8,0,810.8,0
810.9,0,810.9,0
811,0,811,0
811.1,0,811.1,0
811.2,0,811.2,0
811.3,0,811.3,0
811.4,0,811.4,0
811.5,0,811.5,0
811.6,0,811.6,0
811.7,0,811.7,0
811.8,0,811.8,0
811.9,0,811.9,0
812,0,812,0
812.1,0,812.1,0
812.2,0,812.2,0
812.3,0,812.3,0
812.4,0,812.4,0
812.5,0,812.5,0
812.6,0,812.6,0
812.7,0,812.7,0
812.8,0,812.8,0
812.9,0,812.9,0
813,0,813,0
813.1,0,813.1,0
813.2,0,813.2,0
813.3,0,813.3,0
813.4,0,813.4,0
813.5,0,813.5,0
813.6,0,813.6,0
813.7,0,813.7,0
813.8,0,813.8,0
813.9,0,813.9,0
814,0,814,0
814.1,0,814.1,0
814.2,0,814.2,0
814.3,0,814.3,0
814.4,0,814.4,0
814.5,0,814.5,0
814.6,0,814.6,0
814.7,0,814.7,0
814.8,0,814.8,0
814.9,0,814.9,0
815,0,815,0
815.1,0,815.1,0
815.2,0,815.2,0
815.3,0,815.3,0
815.4,0,815.4,0
815.5,0,815.5,0
815.6,0,815.6,0
815.7,0,815.7,0
815.8,0,815.8,0
815.9,0,815.9,0
816,0,816,0
816.1,0,816.1,0
816.2,0,816.2,0
816.3,0,816.3,0
816.4,0,816.4,0
816.5,0,816.5,0
816.6,0,816.6,0
816.7,0,816.7,0
816.8,0,816.8,0
816.9,0,816.9,0
817,0,817,0
817.1,0,817.1,0
817.2,0,817.2,0
817.3,0,817.3,0
817.4,0,817.4,0
817.5,0,817.5,0
817.6,0,817.6,0
817.7,0,817.7,0
817.8,0,817.8,0
817.9,0,817.9,0
818,0,818,0
818.1,0,818.1,0
818.2,0,818.2,0
818.3,0,818.3,0
818.4,0,818.4,0
818.5,0,818.5,0
818.6,0,818.6,0
818.7,0,818.7,0
818.8,0,818.8,0
818.9,0,818.9,0
819,0,819,0
819.1,0,819.1,0
819.2,0,819.2,0
819.3,0,819.3,0
819.4,0,819.4,0
819.5,0,819.5,0
819.6,0,819.6,0
819.7,0,819.7,0
819.8,0,819.8,0
819.9,0,819.9,0
820,0,820,0
820.1,0,820.1,0
820.2,0,820.2,0
820.3,0,820.3,0
820.4,0,820.4,0
820.5,0,820.5,0
820.6,0,820.6,0
820.7,0,820.7,0
820.8,0,820.8,0
820.9,0,820.9,0
821,0,821,0
821.1,0,821.1,0
821.2,0,821.2,0
821.3,0,821.3,0
821.4,0,821.4,0
821.5,0,821.5,0
