Wavelength nm,AB,Wavelength nm,EM
223.8,0,223.8,0
223.9,0,223.9,0
224,0,224,0
224.1,0,224.1,0
224.2,0,224.2,0
224.3,0,224.3,0
224.4,0,224.4,0
224.5,0,224.5,0
224.6,0,224.6,0
224.7,0,224.7,0
224.8,0,224.8,0
224.9,0,224.9,0
225,0,225,0
225.1,0,225.1,0
225.2,0,225.2,0
225.3,0,225.3,0
225.4,0,225.4,0
225.5,0,225.5,0
225.6,0,225.6,0
225.7,0,225.7,0
225.8,0,225.8,0
225.9,0,225.9,0
226,0,226,0
226.1,0,226.1,0
226.2,0,226.2,0
226.3,0,226.3,0
226.4,0,226.4,0
226.5,0,226.5,0
226.6,0,226.6,0
226.7,0,226.7,0
226.8,0,226.8,0
226.9,0,226.9,0
227,0,227,0
227.1,0,227.1,0
227.2,0,227.2,0
227.3,0,227.3,0
227.4,0,227.4,0
227.5,0,227.5,0
227.6,0,227.6,0
227.7,0,227.7,0
227.8,0,227.8,0
227.9,0,227.9,0
228,0,228,0
228.1,0,228.1,0
228.2,0,228.2,0
228.3,0,228.3,0
228.4,0,228.4,0
228.5,0,228.5,0
228.6,0,228.6,0
228.7,0,228.7,0
228.8,0,228.8,0
228.9,0,228.9,0
229,0,229,0
229.1,0,229.1,0
229.2,0,229.2,0
229.3,0,229.3,0
229.4,0,229.4,0
229.5,0,229.5,0
229.6,0,229.6,0
229.7,0,229.7,0
229.8,0,229.8,0
229.9,0,229.9,0
230,0,230,0
230.1,0,230.1,0
230.2,0,230.2,0
230.3,0,230.3,0
230.4,0,230.4,0
230.5,0,230.5,0
230.6,0,230.6,0
230.7,0,230.7,0
230.8,0,230.8,0
230.9,0,230.9,0
231,0,231,0
231.1,0,231.1,0
231.2,0,231.2,0
231.3,0,231.3,0
231.4,0,231.4,0
231.5,0,231.5,0
231.6,0,231.6,0
231.7,0,231.7,0
231.8,0,231.8,0
231.9,0,231.9,0
232,0,232,0
232.1,0,232.1,0
232.2,0,232.2,0
232.3,0,232.3,0
232.4,0,232.4,0
232.5,0,232.5,0
232.6,0,232.6,0
232.7,0,232.7,0
232.8,0,232.8,0
232.9,0,232.9,0
233,0,233,0
233.1,0,233.1,0
233.2,0,233.2,0
233.3,0,233.3,0
233.4,0,233.4,0
233.5,0,233.5,0
233.6,0,233.6,0
233.7,0,233.7,0
233.8,0,233.8,0
233.9,0,233.9,0
234,0,234,0
234.1,0,234.1,0
234.2,0,234.2,0
234.3,0,234.3,0
234.4,0,234.4,0
234.5,0,234.5,0
234.6,0,234.6,0
234.7,0,234.7,0
234.8,0,234.8,0
234.9,0,234.9,0
235,0,235,0
235.1,0,235.1,0
235.2,0,235.2,0
235.3,0,235.3,0
235.4,0,235.4,0
235.5,0,235.5,0
235.6,0,235.6,0
235.7,0,235.7,0
235.8,0,235.8,0
235.9,0,235.9,0
236,0,236,0
236.1,0,236.1,0
236.2,0,236.2,0
236.3,0,236.3,0
236.4,0,236.4,0
236.5,0,236.5,0
236.6,0,236.6,0
236.7,0,236.7,0
236.8,0,236.8,0
236.9,0,236.9,0
237,0,237,0
237.1,0,237.1,0
237.2,0,237.2,0
237.3,0,237.3,0
237.4,0,237.4,0
237.5,0,237.5,0
237.6,0,237.6,0
237.7,0,237.7,0
237.8,0,237.8,0
237.9,0,237.9,0
238,0,238,0
238.1,0,238.1,0
238.2,0,238.2,0
238.3,0,238.3,0
238.4,0,238.4,0
238.5,0,238.5,0
238.6,0,238.6,0
238.7,0,238.7,0
238.8,0,238.8,0
238.9,0,238.9,0
239,0,239,0
239.1,0,239.1,0
239.2,0,239.2,0
239.3,0,239.3,0
239.4,0,239.4,0
239.5,0,239.5,0
239.6,0,239.6,0
239.7,0,239.7,0
239.8,0,239.8,0
239.9,0,239.9,0
240,0,240,0
240.1,0,240.1,0
240.2,0,240.2,0
240.3,0,240.3,0
240.4,0,240.4,0
240.5,0,240.5,0
240.6,0,240.6,0
240.7,0,240.7,0
240.8,0,240.8,0
240.9,0,240.9,0
241,0,241,0
241.1,0,241.1,0
241.2,0,241.2,0
241.3,0,241.3,0
241.4,0,241.4,0
241.5,0,241.5,0
241.6,0,241.6,0
241.7,0,241.7,0
241.8,0,241.8,0
241.9,0,241.9,0
242,0,242,0
242.1,0,242.1,0
242.2,0,242.2,0
242.3,0,242.3,0
242.4,0,242.4,0
242.5,0,242.5,0
242.6,0,242.6,0
242.7,0,242.7,0
242.8,0,242.8,0
242.9,0,242.9,0
243,0,243,0
243.1,0,243.1,0
243.2,0,243.2,0
243.3,0,243.3,0
243.4,0,243.4,0
243.5,0,243.5,0
243.6,0,243.6,0
243.7,0,243.7,0
243.8,0,243.8,0
243.9,0,243.9,0
244,0,244,0
244.1,0,244.1,0
244.2,0,244.2,0
244.3,0,244.3,0
244.4,0,244.4,0
244.5,0,244.5,0
244.6,0,244.6,0
244.7,0,244.7,0
244.8,0,244.8,0
244.9,0,244.9,0
245,0,245,0
245.1,0,245.1,0
245.2,0,245.2,0
245.3,0,245.3,0
245.4,0,245.4,0
245.5,0,245.5,0
245.6,0,245.6,0
245.7,0,245.7,0
245.8,0,245.8,0
245.9,0,245.9,0
246,0,246,0
246.1,0,246.1,0
246.2,0,246.2,0
246.3,0,246.3,0
246.4,0,246.4,0
246.5,0,246.5,0
246.6,0,246.6,0
246.7,0,246.7,0
246.8,0,246.8,0
246.9,0,246.9,0
247,0,247,0
247.1,0,247.1,0
247.2,0,247.2,0
247.3,0,247.3,0
247.4,0,247.4,0
247.5,0,247.5,0
247.6,0,247.6,0
247.7,0,247.7,0
247.8,0,247.8,0
247.9,0,247.9,0
248,0,248,0
248.1,0,248.1,0
248.2,0,248.2,0
248.3,0,248.3,0
248.4,0,248.4,0
248.5,0,248.5,0
248.6,0,248.6,0
248.7,0,248.7,0
248.8,0,248.8,0
248.9,0,248.9,0
249,0,249,0
249.1,0,249.1,0
249.2,0,249.2,0
249.3,0,249.3,0
249.4,0,249.4,0
249.5,0,249.5,0
249.6,0,249.6,0
249.7,0,249.7,0
249.8,0,249.8,0
249.9,0,249.9,0
250,0.167565,250,0
250.1,0.167241,250.1,0
250.2,0.166917,250.2,0
250.3,0.166592,250.3,0
250.4,0.166267,250.4,0
250.5,0.16594,250.5,0
250.6,0.165611,250.6,0
250.7,0.165281,250.7,0
250.8,0.164948,250.8,0
250.9,0.164613,250.9,0
251,0.164275,251,0
251.1,0.163934,251.1,0
251.2,0.163592,251.2,0
251.3,0.16325,251.3,0
251.4,0.162909,251.4,0
251.5,0.162572,251.5,0
251.6,0.16224,251.6,0
251.7,0.161915,251.7,0
251.8,0.161598,251.8,0
251.9,0.161291,251.9,0
252,0.160995,252,0
252.1,0.160713,252.1,0
252.2,0.160444,252.2,0
252.3,0.160189,252.3,0
252.4,0.159947,252.4,0
252.5,0.15972,252.5,0
252.6,0.159507,252.6,0
252.7,0.159309,252.7,0
252.8,0.159126,252.8,0
252.9,0.158958,252.9,0
253,0.158806,253,0
253.1,0.158668,253.1,0
253.2,0.158544,253.2,0
253.3,0.15843,253.3,0
253.4,0.158324,253.4,0
253.5,0.158223,253.5,0
253.6,0.158125,253.6,0
253.7,0.158027,253.7,0
253.8,0.157926,253.8,0
253.9,0.15782,253.9,0
254,0.157706,254,0
254.1,0.157582,254.1,0
254.2,0.157452,254.2,0
254.3,0.157319,254.3,0
254.4,0.157187,254.4,0
254.5,0.157059,254.5,0
254.6,0.156939,254.6,0
254.7,0.156831,254.7,0
254.8,0.156739,254.8,0
254.9,0.156666,254.9,0
255,0.156616,255,0
255.1,0.156591,255.1,0
255.2,0.156587,255.2,0
255.3,0.156599,255.3,0
255.4,0.156619,255.4,0
255.5,0.156643,255.5,0
255.6,0.156666,255.6,0
255.7,0.15668,255.7,0
255.8,0.15668,255.8,0
255.9,0.156661,255.9,0
256,0.156616,256,0
256.1,0.156542,256.1,0
256.2,0.156443,256.2,0
256.3,0.156326,256.3,0
256.4,0.156196,256.4,0
256.5,0.156061,256.5,0
256.6,0.155926,256.6,0
256.7,0.155798,256.7,0
256.8,0.155682,256.8,0
256.9,0.155586,256.9,0
257,0.155516,257,0
257.1,0.155475,257.1,0
257.2,0.155461,257.2,0
257.3,0.155465,257.3,0
257.4,0.155483,257.4,0
257.5,0.155508,257.5,0
257.6,0.155533,257.6,0
257.7,0.155553,257.7,0
257.8,0.155561,257.8,0
257.9,0.155551,257.9,0
258,0.155516,258,0
258.1,0.155453,258.1,0
258.2,0.155364,258.2,0
258.3,0.155256,258.3,0
258.4,0.155134,258.4,0
258.5,0.155004,258.5,0
258.6,0.154871,258.6,0
258.7,0.154741,258.7,0
258.8,0.15462,258.8,0
258.9,0.154513,258.9,0
259,0.154426,259,0
259.1,0.154363,259.1,0
259.2,0.154322,259.2,0
259.3,0.1543,259.3,0
259.4,0.154295,259.4,0
259.5,0.154302,259.5,0
259.6,0.154319,259.6,0
259.7,0.154344,259.7,0
259.8,0.154371,259.8,0
259.9,0.1544,259.9,0
260,0.154426,260,0
260.1,0.154447,260.1,0
260.2,0.154463,260.2,0
260.3,0.154473,260.3,0
260.4,0.154479,260.4,0
260.5,0.15448,260.5,0
260.6,0.154477,260.6,0
260.7,0.15447,260.7,0
260.8,0.154459,260.8,0
260.9,0.154444,260.9,0
261,0.154426,261,0
261.1,0.154405,261.1,0
261.2,0.154383,261.2,0
261.3,0.154362,261.3,0
261.4,0.154345,261.4,0
261.5,0.154333,261.5,0
261.6,0.154328,261.6,0
261.7,0.154333,261.7,0
261.8,0.154349,261.8,0
261.9,0.15438,261.9,0
262,0.154426,262,0
262.1,0.15449,262.1,0
262.2,0.154569,262.2,0
262.3,0.154662,262.3,0
262.4,0.154767,262.4,0
262.5,0.154881,262.5,0
262.6,0.155003,262.6,0
262.7,0.155129,262.7,0
262.8,0.155258,262.8,0
262.9,0.155388,262.9,0
263,0.155516,263,0
263.1,0.155641,263.1,0
263.2,0.155762,263.2,0
263.3,0.15588,263.3,0
263.4,0.155994,263.4,0
263.5,0.156106,263.5,0
263.6,0.156213,263.6,0
263.7,0.156318,263.7,0
263.8,0.15642,263.8,0
263.9,0.156519,263.9,0
264,0.156616,264,0
264.1,0.15671,264.1,0
264.2,0.156803,264.2,0
264.3,0.156897,264.3,0
264.4,0.156992,264.4,0
264.5,0.157092,264.5,0
264.6,0.157197,264.6,0
264.7,0.15731,264.7,0
264.8,0.157431,264.8,0
264.9,0.157562,264.9,0
265,0.157706,265,0
265.1,0.157863,265.1,0
265.2,0.158033,265.2,0
265.3,0.158217,265.3,0
265.4,0.158415,265.4,0
265.5,0.158627,265.5,0
265.6,0.158853,265.6,0
265.7,0.159092,265.7,0
265.8,0.159346,265.8,0
265.9,0.159614,265.9,0
266,0.159896,266,0
266.1,0.160191,266.1,0
266.2,0.160499,266.2,0
266.3,0.160818,266.3,0
266.4,0.161145,266.4,0
266.5,0.161478,266.5,0
266.6,0.161817,266.6,0
266.7,0.162159,266.7,0
266.8,0.162502,266.8,0
266.9,0.162845,266.9,0
267,0.163185,267,0
267.1,0.163522,267.1,0
267.2,0.163854,267.2,0
267.3,0.164184,267.3,0
267.4,0.164512,267.4,0
267.5,0.164838,267.5,0
267.6,0.165163,267.6,0
267.7,0.165487,267.7,0
267.8,0.165812,267.8,0
267.9,0.166138,267.9,0
268,0.166465,268,0
268.1,0.166794,268.1,0
268.2,0.167125,268.2,0
268.3,0.167457,268.3,0
268.4,0.167789,268.4,0
268.5,0.168121,268.5,0
268.6,0.168452,268.6,0
268.7,0.168782,268.7,0
268.8,0.169109,268.8,0
268.9,0.169433,268.9,0
269,0.169755,269,0
269.1,0.170072,269.1,0
269.2,0.170388,269.2,0
269.3,0.170703,269.3,0
269.4,0.171019,269.4,0
269.5,0.171338,269.5,0
269.6,0.171662,269.6,0
269.7,0.171993,269.7,0
269.8,0.172333,269.8,0
269.9,0.172683,269.9,0
270,0.173044,270,0
270.1,0.17342,270.1,0
270.2,0.173809,270.2,0
270.3,0.174212,270.3,0
270.4,0.174629,270.4,0
270.5,0.17506,270.5,0
270.6,0.175504,270.6,0
270.7,0.175963,270.7,0
270.8,0.176436,270.8,0
270.9,0.176923,270.9,0
271,0.177424,271,0
271.1,0.177939,271.1,0
271.2,0.178466,271.2,0
271.3,0.179003,271.3,0
271.4,0.179549,271.4,0
271.5,0.180101,271.5,0
271.6,0.180658,271.6,0
271.7,0.181217,271.7,0
271.8,0.181778,271.8,0
271.9,0.182337,271.9,0
272,0.182893,272,0
272.1,0.183445,272.1,0
272.2,0.183994,272.2,0
272.3,0.184539,272.3,0
272.4,0.185083,272.4,0
272.5,0.185626,272.5,0
272.6,0.18617,272.6,0
272.7,0.186716,272.7,0
272.8,0.187264,272.8,0
272.9,0.187816,272.9,0
273,0.188373,273,0
273.1,0.188935,273.1,0
273.2,0.189501,273.2,0
273.3,0.190068,273.3,0
273.4,0.190633,273.4,0
273.5,0.191194,273.5,0
273.6,0.191748,273.6,0
273.7,0.192294,273.7,0
273.8,0.192828,273.8,0
273.9,0.193349,273.9,0
274,0.193853,274,0
274.1,0.194338,274.1,0
274.2,0.194807,274.2,0
274.3,0.195262,274.3,0
274.4,0.195704,274.4,0
274.5,0.196137,274.5,0
274.6,0.196562,274.6,0
274.7,0.196982,274.7,0
274.8,0.197399,274.8,0
274.9,0.197815,274.9,0
275,0.198232,275,0
275.1,0.198653,275.1,0
275.2,0.199077,275.2,0
275.3,0.199506,275.3,0
275.4,0.199938,275.4,0
275.5,0.200374,275.5,0
275.6,0.200814,275.6,0
275.7,0.201258,275.7,0
275.8,0.201705,275.8,0
275.9,0.202156,275.9,0
276,0.202612,276,0
276.1,0.203071,276.1,0
276.2,0.203531,276.2,0
276.3,0.203991,276.3,0
276.4,0.204447,276.4,0
276.5,0.204898,276.5,0
276.6,0.205342,276.6,0
276.7,0.205775,276.7,0
276.8,0.206196,276.8,0
276.9,0.206602,276.9,0
277,0.206991,277,0
277.1,0.207362,277.1,0
277.2,0.207716,277.2,0
277.3,0.208056,277.3,0
277.4,0.208385,277.4,0
277.5,0.208706,277.5,0
277.6,0.209021,277.6,0
277.7,0.209333,277.7,0
277.8,0.209646,277.8,0
277.9,0.209961,277.9,0
278,0.210281,278,0
278.1,0.210609,278.1,0
278.2,0.210943,278.2,0
278.3,0.21128,278.3,0
278.4,0.211619,278.4,0
278.5,0.211957,278.5,0
278.6,0.212293,278.6,0
278.7,0.212623,278.7,0
278.8,0.212946,278.8,0
278.9,0.213259,278.9,0
279,0.213561,279,0
279.1,0.213849,279.1,0
279.2,0.21413,279.2,0
279.3,0.21441,279.3,0
279.4,0.214694,279.4,0
279.5,0.214989,279.5,0
279.6,0.215302,279.6,0
279.7,0.215638,279.7,0
279.8,0.216004,279.8,0
279.9,0.216406,279.9,0
280,0.21685,280,0
280.1,0.217341,280.1,0
280.2,0.21787,280.2,0
280.3,0.218428,280.3,0
280.4,0.219005,280.4,0
280.5,0.219592,280.5,0
280.6,0.220178,280.6,0
280.7,0.220754,280.7,0
280.8,0.221309,280.8,0
280.9,0.221835,280.9,0
281,0.22232,281,0
281.1,0.222758,281.1,0
281.2,0.223154,281.2,0
281.3,0.223514,281.3,0
281.4,0.223845,281.4,0
281.5,0.224153,281.5,0
281.6,0.224447,281.6,0
281.7,0.224733,281.7,0
281.8,0.225017,281.8,0
281.9,0.225307,281.9,0
282,0.22561,282,0
282.1,0.22593,282.1,0
282.2,0.226265,282.2,0
282.3,0.22661,282.3,0
282.4,0.22696,282.4,0
282.5,0.227311,282.5,0
282.6,0.227657,282.6,0
282.7,0.227993,282.7,0
282.8,0.228316,282.8,0
282.9,0.22862,282.9,0
283,0.228899,283,0
283.1,0.229151,283.1,0
283.2,0.229374,283.2,0
283.3,0.229566,283.3,0
283.4,0.229726,283.4,0
283.5,0.229855,283.5,0
283.6,0.229951,283.6,0
283.7,0.230014,283.7,0
283.8,0.230041,283.8,0
283.9,0.230033,283.9,0
284,0.229989,284,0
284.1,0.229908,284.1,0
284.2,0.229792,284.2,0
284.3,0.229642,284.3,0
284.4,0.22946,284.4,0
284.5,0.229249,284.5,0
284.6,0.229008,284.6,0
284.7,0.228742,284.7,0
284.8,0.22845,284.8,0
284.9,0.228135,284.9,0
285,0.227799,285,0
285.1,0.227444,285.1,0
285.2,0.227069,285.2,0
285.3,0.226675,285.3,0
285.4,0.226263,285.4,0
285.5,0.225833,285.5,0
285.6,0.225385,285.6,0
285.7,0.224919,285.7,0
285.8,0.224436,285.8,0
285.9,0.223936,285.9,0
286,0.22342,286,0
286.1,0.222888,286.1,0
286.2,0.222343,286.2,0
286.3,0.221789,286.3,0
286.4,0.221229,286.4,0
286.5,0.220667,286.5,0
286.6,0.220106,286.6,0
286.7,0.219549,286.7,0
286.8,0.219,286.8,0
286.9,0.218463,286.9,0
287,0.21794,287,0
287.1,0.217435,287.1,0
287.2,0.216948,287.2,0
287.3,0.216477,287.3,0
287.4,0.216021,287.4,0
287.5,0.21558,287.5,0
287.6,0.215152,287.6,0
287.7,0.214738,287.7,0
287.8,0.214335,287.8,0
287.9,0.213943,287.9,0
288,0.213561,288,0
288.1,0.213188,288.1,0
288.2,0.212824,288.2,0
288.3,0.21247,288.3,0
288.4,0.212126,288.4,0
288.5,0.211792,288.5,0
288.6,0.211468,288.6,0
288.7,0.211154,288.7,0
288.8,0.210852,288.8,0
288.9,0.210561,288.9,0
289,0.210281,289,0
289.1,0.210013,289.1,0
289.2,0.209756,289.2,0
289.3,0.209511,289.3,0
289.4,0.209276,289.4,0
289.5,0.209053,289.5,0
289.6,0.20884,289.6,0
289.7,0.208637,289.7,0
289.8,0.208445,289.8,0
289.9,0.208263,289.9,0
290,0.208091,290,0
290.1,0.207929,290.1,0
290.2,0.207777,290.2,0
290.3,0.207635,290.3,0
290.4,0.207505,290.4,0
290.5,0.207387,290.5,0
290.6,0.207281,290.6,0
290.7,0.207188,290.7,0
290.8,0.207108,290.8,0
290.9,0.207043,290.9,0
291,0.206991,291,0
291.1,0.206955,291.1,0
291.2,0.206931,291.2,0
291.3,0.206919,291.3,0
291.4,0.206916,291.4,0
291.5,0.20692,291.5,0
291.6,0.206931,291.6,0
291.7,0.206945,291.7,0
291.8,0.206961,291.8,0
291.9,0.206977,291.9,0
292,0.206991,292,0
292.1,0.207002,292.1,0
292.2,0.20701,292.2,0
292.3,0.207015,292.3,0
292.4,0.207017,292.4,0
292.5,0.207017,292.5,0
292.6,0.207015,292.6,0
292.7,0.207011,292.7,0
292.8,0.207005,292.8,0
292.9,0.206999,292.9,0
293,0.206991,293,0
293.1,0.206984,293.1,0
293.2,0.206976,293.2,0
293.3,0.206969,293.3,0
293.4,0.206963,293.4,0
293.5,0.20696,293.5,0
293.6,0.206958,293.6,0
293.7,0.20696,293.7,0
293.8,0.206966,293.8,0
293.9,0.206976,293.9,0
294,0.206991,294,0
294.1,0.207011,294.1,0
294.2,0.207034,294.2,0
294.3,0.207057,294.3,0
294.4,0.207077,294.4,0
294.5,0.207092,294.5,0
294.6,0.207099,294.6,0
294.7,0.207095,294.7,0
294.8,0.207078,294.8,0
294.9,0.207044,294.9,0
295,0.206991,295,0
295.1,0.206918,295.1,0
295.2,0.206827,295.2,0
295.3,0.206721,295.3,0
295.4,0.206605,295.4,0
295.5,0.206482,295.5,0
295.6,0.206355,295.6,0
295.7,0.206229,295.7,0
295.8,0.206107,295.8,0
295.9,0.205994,295.9,0
296,0.205891,296,0
296.1,0.205803,296.1,0
296.2,0.205724,296.2,0
296.3,0.20565,296.3,0
296.4,0.205575,296.4,0
296.5,0.205494,296.5,0
296.6,0.2054,296.6,0
296.7,0.20529,296.7,0
296.8,0.205157,296.8,0
296.9,0.204996,296.9,0
297,0.204802,297,0
297.1,0.20457,297.1,0
297.2,0.204304,297.2,0
297.3,0.204009,297.3,0
297.4,0.203689,297.4,0
297.5,0.203349,297.5,0
297.6,0.202994,297.6,0
297.7,0.202628,297.7,0
297.8,0.202256,297.8,0
297.9,0.201882,297.9,0
298,0.201512,298,0
298.1,0.201149,298.1,0
298.2,0.200794,298.2,0
298.3,0.200447,298.3,0
298.4,0.200107,298.4,0
298.5,0.199776,298.5,0
298.6,0.199452,298.6,0
298.7,0.199136,298.7,0
298.8,0.198827,298.8,0
298.9,0.198526,298.9,0
299,0.198232,299,0
299.1,0.197945,299.1,0
299.2,0.197661,299.2,0
299.3,0.197375,299.3,0
299.4,0.197083,299.4,0
299.5,0.19678,299.5,0
299.6,0.196461,299.6,0
299.7,0.196123,299.7,0
299.8,0.19576,299.8,0
299.9,0.195368,299.9,0
300,0.194942,300,0
300.1,0.19448,300.1,0
300.2,0.193985,300.2,0
300.3,0.193462,300.3,0
300.4,0.192917,300.4,0
300.5,0.192355,300.5,0
300.6,0.191781,300.6,0
300.7,0.1912,300.7,0
300.8,0.190619,300.8,0
300.9,0.190041,300.9,0
301,0.189473,301,0
301.1,0.188918,301.1,0
301.2,0.188374,301.2,0
301.3,0.187837,301.3,0
301.4,0.187305,301.4,0
301.5,0.186773,301.5,0
301.6,0.186238,301.6,0
301.7,0.185696,301.7,0
301.8,0.185143,301.8,0
301.9,0.184577,301.9,0
302,0.183993,302,0
302.1,0.18339,302.1,0
302.2,0.182768,302.2,0
302.3,0.182129,302.3,0
302.4,0.181478,302.4,0
302.5,0.180815,302.5,0
302.6,0.180144,302.6,0
302.7,0.179467,302.7,0
302.8,0.178786,302.8,0
302.9,0.178104,302.9,0
303,0.177424,303,0
303.1,0.176747,303.1,0
303.2,0.176075,303.2,0
303.3,0.175406,303.3,0
303.4,0.174742,303.4,0
303.5,0.174083,303.5,0
303.6,0.173427,303.6,0
303.7,0.172777,303.7,0
303.8,0.172131,303.8,0
303.9,0.17149,303.9,0
304,0.170855,304,0
304.1,0.170223,304.1,0
304.2,0.169594,304.2,0
304.3,0.168964,304.3,0
304.4,0.16833,304.4,0
304.5,0.167689,304.5,0
304.6,0.167038,304.6,0
304.7,0.166374,304.7,0
304.8,0.165695,304.8,0
304.9,0.164996,304.9,0
305,0.164275,305,0
305.1,0.163531,305.1,0
305.2,0.162767,305.2,0
305.3,0.16199,305.3,0
305.4,0.161203,305.4,0
305.5,0.160414,305.5,0
305.6,0.159628,305.6,0
305.7,0.158849,305.7,0
